participant_id,group,question_id,question,answer,icon,vibration,duration,font,color,score
EC6,control,Q09,what_place_was_lecture,CS building,NA,NA,NA,NA,NA,0
EC6,control,Q10,what_was_the_subject_of_the_email_from_susan,Science seminar,NA,NA,NA,NA,NA,1
EC6,control,Q11,what_restaurant_did_you_order_from_via_door_dash,Marty’s,NA,NA,NA,NA,NA,0
EC6,control,Q12,what_was_the_remaining_battery_power,5%,NA,NA,NA,NA,NA,1
EC6,control,Q13,what_was_the_weather_in_chicago,Sunny,NA,NA,NA,NA,NA,0
EC6,control,Q14,what_was_the_temperature_in_chicago,35,NA,NA,NA,NA,NA,0
EC7,experiment,Q01,what_day_and_time_was_dinner,Evening on a weekend,1,0,0,1,1,0
EC7,experiment,Q02,what_place_was_dinner,Don’t remember,1,0,0,1,1,0
EC7,experiment,Q03,what_was_the_message_from_mary,Something about school,1,0,1,1,1,0
EC7,experiment,Q04,what_item_did_you_order_from_amazon,3 of something,1,0,0,0,1,0
EC7,experiment,Q05,what_was_the_number_of_missed_calls,4,1,1,0,0,1,0
EC7,experiment,Q06,what_was_the_sport_for_the_score_update,"Wisconsin v Minnesota, football",0,0,0,0,1,1
EC7,experiment,Q07,what_was_the_score_in_the_game,17 to something,0,0,0,0,1,0
EC7,control,Q08,what_day_and_time_was_lecture,Don’t remember,NA,NA,NA,NA,NA,0
EC7,control,Q09,what_place_was_lecture,Science building?,NA,NA,NA,NA,NA,0
EC7,control,Q10,what_was_the_subject_of_the_email_from_susan,Don’t remember,NA,NA,NA,NA,NA,0
EC7,control,Q11,what_restaurant_did_you_order_from_via_door_dash,Don’t remember,NA,NA,NA,NA,NA,0
EC7,control,Q12,what_was_the_remaining_battery_power,5%,NA,NA,NA,NA,NA,1
EC7,control,Q13,what_was_the_weather_in_chicago,Cloudy,NA,NA,NA,NA,NA,1
EC7,control,Q14,what_was_the_temperature_in_chicago,50 something,NA,NA,NA,NA,NA,0
EC8,experiment,Q01,what_day_and_time_was_dinner,Don’t remember,0,1,1,1,1,0
EC8,experiment,Q02,what_place_was_dinner,Fin,0,1,1,1,1,1
EC8,experiment,Q03,what_was_the_message_from_mary,I am here,0,0,1,1,0,1
EC8,experiment,Q04,what_item_did_you_order_from_amazon,Monitor,0,1,1,1,0,1
EC8,experiment,Q05,what_was_the_number_of_missed_calls,1,0,1,0,0,1,0
EC8,experiment,Q06,what_was_the_sport_for_the_score_update,Wisconsin vs Minnesota 16:16,0,0,1,0,1,1
EC8,experiment,Q07,what_was_the_score_in_the_game,16:16,0,0,1,0,1,1
EC8,control,Q08,what_day_and_time_was_lecture,Don’t remember,NA,NA,NA,NA,NA,0
EC8,control,Q09,what_place_was_lecture,Don’t remember,NA,NA,NA,NA,NA,0
EC8,control,Q10,what_was_the_subject_of_the_email_from_susan,Don’t remember,NA,NA,NA,NA,NA,0
EC8,control,Q11,what_restaurant_did_you_order_from_via_door_dash,Don’t remember,NA,NA,NA,NA,NA,0
EC8,control,Q12,what_was_the_remaining_battery_power,98?,NA,NA,NA,NA,NA,0
EC8,control,Q13,what_was_the_weather_in_chicago,Don’t remember,NA,NA,NA,NA,NA,0
EC8,control,Q14,what_was_the_temperature_in_chicago,Don’t remember,NA,NA,NA,NA,NA,0
EC9,experiment,Q01,what_day_and_time_was_dinner,Tuesday,0,1,0,1,0,0
EC9,experiment,Q02,what_place_was_dinner,Freshfin,0,1,0,1,0,1
EC9,experiment,Q03,what_was_the_message_from_mary,She was there,1,1,1,0,1,1
EC9,experiment,Q04,what_item_did_you_order_from_amazon,idk,1,0,1,0,1,0
EC9,experiment,Q05,what_was_the_number_of_missed_calls,3,0,1,1,0,1,1
EC9,experiment,Q06,what_was_the_sport_for_the_score_update,Football,0,1,0,0,0,1
EC9,experiment,Q07,what_was_the_score_in_the_game,12-Dec,0,1,0,0,0,0
EC9,control,Q08,what_day_and_time_was_lecture,idk,NA,NA,NA,NA,NA,0
EC9,control,Q09,what_place_was_lecture,Discovery building,NA,NA,NA,NA,NA,1
EC9,control,Q10,what_was_the_subject_of_the_email_from_susan,idk,NA,NA,NA,NA,NA,0
EC9,control,Q11,what_restaurant_did_you_order_from_via_door_dash,idk,NA,NA,NA,NA,NA,0
EC9,control,Q12,what_was_the_remaining_battery_power,5%,NA,NA,NA,NA,NA,1
EC9,control,Q13,what_was_the_weather_in_chicago,Cold,NA,NA,NA,NA,NA,0
EC9,control,Q14,what_was_the_temperature_in_chicago,idk,NA,NA,NA,NA,NA,0
